Advisor_Id,Investment_Id,Transaction_Type
1023594,106366,US Fund Commodities Broad Basket
1024365,106366,US Fund Commodities Broad Basket
1024421,106366,US Fund Commodities Broad Basket
1024739,106366,US Fund Commodities Broad Basket
1024928,106366,US Fund Commodities Broad Basket
1025398,106366,US Fund Commodities Broad Basket
1025583,106366,US Fund Commodities Broad Basket
1025616,106366,US Fund Commodities Broad Basket
1025620,106366,US Fund Commodities Broad Basket
1025643,106366,US Fund Commodities Broad Basket
1025664,106366,US Fund Commodities Broad Basket
1025889,106366,US Fund Commodities Broad Basket
1025933,106366,US Fund Commodities Broad Basket
1025943,106366,US Fund Commodities Broad Basket
1025960,106366,US Fund Commodities Broad Basket
1025962,106366,US Fund Commodities Broad Basket
1025975,106366,US Fund Commodities Broad Basket
1026039,106366,US Fund Commodities Broad Basket
1026197,106366,US Fund Commodities Broad Basket
1026297,106366,US Fund Commodities Broad Basket
1026511,106366,US Fund Commodities Broad Basket
1026602,106366,US Fund Commodities Broad Basket
1026980,106366,US Fund Commodities Broad Basket
1027105,106366,US Fund Commodities Broad Basket
1027212,106366,US Fund Commodities Broad Basket
1027318,106366,US Fund Commodities Broad Basket
1027366,106366,US Fund Commodities Broad Basket
1027587,106366,US Fund Commodities Broad Basket
1027768,106366,US Fund Commodities Broad Basket
1027952,106366,US Fund Commodities Broad Basket
1027965,106366,US Fund Commodities Broad Basket
1028090,106366,US Fund Commodities Broad Basket
1028166,106366,US Fund Commodities Broad Basket
1028534,106366,US Fund Commodities Broad Basket
1028576,106366,US Fund Commodities Broad Basket
1028701,106366,US Fund Commodities Broad Basket
1029057,106366,US Fund Commodities Broad Basket
1029293,106366,US Fund Commodities Broad Basket
1029553,106366,US Fund Commodities Broad Basket
1029789,106366,US Fund Commodities Broad Basket
1029940,106366,US Fund Commodities Broad Basket
1030091,106366,US Fund Commodities Broad Basket
1030110,106366,US Fund Commodities Broad Basket
1030287,106366,US Fund Commodities Broad Basket
1030293,106366,US Fund Commodities Broad Basket
1030620,106366,US Fund Commodities Broad Basket
1031714,106366,US Fund Commodities Broad Basket
1032400,106366,US Fund Commodities Broad Basket
1032541,106366,US Fund Commodities Broad Basket
1032697,106366,US Fund Commodities Broad Basket
1033140,106366,US Fund Commodities Broad Basket
1033287,106366,US Fund Commodities Broad Basket
1033358,106366,US Fund Commodities Broad Basket
1033411,106366,US Fund Commodities Broad Basket
1033821,106366,US Fund Commodities Broad Basket
1033861,106366,US Fund Commodities Broad Basket
1033877,106366,US Fund Commodities Broad Basket
1033946,106366,US Fund Commodities Broad Basket
1034042,106366,US Fund Commodities Broad Basket
1034344,106366,US Fund Commodities Broad Basket
1034544,106366,US Fund Commodities Broad Basket
1034878,106366,US Fund Commodities Broad Basket
1034936,106366,US Fund Commodities Broad Basket
1034985,106366,US Fund Commodities Broad Basket
1035146,106366,US Fund Commodities Broad Basket
1035320,106366,US Fund Commodities Broad Basket
1036934,106366,US Fund Commodities Broad Basket
1037818,106366,US Fund Commodities Broad Basket
1038183,106366,US Fund Commodities Broad Basket
1038478,106366,US Fund Commodities Broad Basket
1038536,106366,US Fund Commodities Broad Basket
1038573,106366,US Fund Commodities Broad Basket
1038751,106366,US Fund Commodities Broad Basket
1038836,106366,US Fund Commodities Broad Basket
1038920,106366,US Fund Commodities Broad Basket
1039134,106366,US Fund Commodities Broad Basket
1039559,106366,US Fund Commodities Broad Basket
1039831,106366,US Fund Commodities Broad Basket
1040114,106366,US Fund Commodities Broad Basket
1040334,106366,US Fund Commodities Broad Basket
1040590,106366,US Fund Commodities Broad Basket
1041104,106366,US Fund Commodities Broad Basket
1041321,106366,US Fund Commodities Broad Basket
1041360,106366,US Fund Commodities Broad Basket
1041368,106366,US Fund Commodities Broad Basket
1041378,106366,US Fund Commodities Broad Basket
1041438,106366,US Fund Commodities Broad Basket
1043887,106366,US Fund Commodities Broad Basket
1044546,106366,US Fund Commodities Broad Basket
1045077,106366,US Fund Commodities Broad Basket
1045127,106366,US Fund Commodities Broad Basket
1045203,106366,US Fund Commodities Broad Basket
1045925,106366,US Fund Commodities Broad Basket
1046012,106366,US Fund Commodities Broad Basket
1046293,106366,US Fund Commodities Broad Basket
1046363,106366,US Fund Commodities Broad Basket
1046525,106366,US Fund Commodities Broad Basket
1046806,106366,US Fund Commodities Broad Basket
1047267,106366,US Fund Commodities Broad Basket
1047353,106366,US Fund Commodities Broad Basket
1047596,106366,US Fund Commodities Broad Basket
1047816,106366,US Fund Commodities Broad Basket
1048017,106366,US Fund Commodities Broad Basket
1048035,106366,US Fund Commodities Broad Basket
1048236,106366,US Fund Commodities Broad Basket
1048858,106366,US Fund Commodities Broad Basket
1048896,106366,US Fund Commodities Broad Basket
1049267,106366,US Fund Commodities Broad Basket
1049393,106366,US Fund Commodities Broad Basket
1049476,106366,US Fund Commodities Broad Basket
1049488,106366,US Fund Commodities Broad Basket
1049500,106366,US Fund Commodities Broad Basket
1049564,106366,US Fund Commodities Broad Basket
1049963,106366,US Fund Commodities Broad Basket
1050426,106366,US Fund Commodities Broad Basket
1050489,106366,US Fund Commodities Broad Basket
1051622,106366,US Fund Commodities Broad Basket
1051802,106366,US Fund Commodities Broad Basket
1052112,106366,US Fund Commodities Broad Basket
1052120,106366,US Fund Commodities Broad Basket
1052296,106366,US Fund Commodities Broad Basket
1052315,106366,US Fund Commodities Broad Basket
1052510,106366,US Fund Commodities Broad Basket
1052580,106366,US Fund Commodities Broad Basket
1052685,106366,US Fund Commodities Broad Basket
1052844,106366,US Fund Commodities Broad Basket
1053209,106366,US Fund Commodities Broad Basket
1053337,106366,US Fund Commodities Broad Basket
1053340,106366,US Fund Commodities Broad Basket
1053342,106366,US Fund Commodities Broad Basket
1053419,106366,US Fund Commodities Broad Basket
1053424,106366,US Fund Commodities Broad Basket
1053518,106366,US Fund Commodities Broad Basket
1053733,106366,US Fund Commodities Broad Basket
1053737,106366,US Fund Commodities Broad Basket
1053758,106366,US Fund Commodities Broad Basket
1054065,106366,US Fund Commodities Broad Basket
1054148,106366,US Fund Commodities Broad Basket
1054434,106366,US Fund Commodities Broad Basket
1054588,106366,US Fund Commodities Broad Basket
1054681,106366,US Fund Commodities Broad Basket
1055128,106366,US Fund Commodities Broad Basket
1055358,106366,US Fund Commodities Broad Basket
1056110,106366,US Fund Commodities Broad Basket
1056270,106366,US Fund Commodities Broad Basket
1056602,106366,US Fund Commodities Broad Basket
1056933,106366,US Fund Commodities Broad Basket
1057204,106366,US Fund Commodities Broad Basket
1057278,106366,US Fund Commodities Broad Basket
1057423,106366,US Fund Commodities Broad Basket
1057446,106366,US Fund Commodities Broad Basket
1057576,106366,US Fund Commodities Broad Basket
1057612,106366,US Fund Commodities Broad Basket
1057673,106366,US Fund Commodities Broad Basket
1057704,106366,US Fund Commodities Broad Basket
1057729,106366,US Fund Commodities Broad Basket
1057857,106366,US Fund Commodities Broad Basket
1057869,106366,US Fund Commodities Broad Basket
1058423,106366,US Fund Commodities Broad Basket
1058595,106366,US Fund Commodities Broad Basket
1058739,106366,US Fund Commodities Broad Basket
1058741,106366,US Fund Commodities Broad Basket
1058824,106366,US Fund Commodities Broad Basket
1058865,106366,US Fund Commodities Broad Basket
1058893,106366,US Fund Commodities Broad Basket
1058908,106366,US Fund Commodities Broad Basket
1058925,106366,US Fund Commodities Broad Basket
1058927,106366,US Fund Commodities Broad Basket
1058939,106366,US Fund Commodities Broad Basket
1059007,106366,US Fund Commodities Broad Basket
1059024,106366,US Fund Commodities Broad Basket
1059350,106366,US Fund Commodities Broad Basket
1059473,106366,US Fund Commodities Broad Basket
1059819,106366,US Fund Commodities Broad Basket
1059902,106366,US Fund Commodities Broad Basket
1060301,106366,US Fund Commodities Broad Basket
1060303,106366,US Fund Commodities Broad Basket
1060325,106366,US Fund Commodities Broad Basket
1060569,106366,US Fund Commodities Broad Basket
1060671,106366,US Fund Commodities Broad Basket
1060701,106366,US Fund Commodities Broad Basket
1060718,106366,US Fund Commodities Broad Basket
1060761,106366,US Fund Commodities Broad Basket
1062000,106366,US Fund Commodities Broad Basket
1062098,106366,US Fund Commodities Broad Basket
1062246,106366,US Fund Commodities Broad Basket
1062598,106366,US Fund Commodities Broad Basket
1062714,106366,US Fund Commodities Broad Basket
1062945,106366,US Fund Commodities Broad Basket
1062968,106366,US Fund Commodities Broad Basket
1063432,106366,US Fund Commodities Broad Basket
1063495,106366,US Fund Commodities Broad Basket
1063787,106366,US Fund Commodities Broad Basket
1063840,106366,US Fund Commodities Broad Basket
1063843,106366,US Fund Commodities Broad Basket
1063862,106366,US Fund Commodities Broad Basket
1064023,106366,US Fund Commodities Broad Basket
1064026,106366,US Fund Commodities Broad Basket
1064619,106366,US Fund Commodities Broad Basket
1064823,106366,US Fund Commodities Broad Basket
1064964,106366,US Fund Commodities Broad Basket
1065364,106366,US Fund Commodities Broad Basket
1066204,106366,US Fund Commodities Broad Basket
1066859,106366,US Fund Commodities Broad Basket
1067205,106366,US Fund Commodities Broad Basket
1067309,106366,US Fund Commodities Broad Basket
1067418,106366,US Fund Commodities Broad Basket
1067567,106366,US Fund Commodities Broad Basket
1067767,106366,US Fund Commodities Broad Basket
1068233,106366,US Fund Commodities Broad Basket
1068261,106366,US Fund Commodities Broad Basket
1068503,106366,US Fund Commodities Broad Basket
1068687,106366,US Fund Commodities Broad Basket
1069454,106366,US Fund Commodities Broad Basket
1069723,106366,US Fund Commodities Broad Basket
1070480,106366,US Fund Commodities Broad Basket
1070738,106366,US Fund Commodities Broad Basket
1070935,106366,US Fund Commodities Broad Basket
1071063,106366,US Fund Commodities Broad Basket
1071113,106366,US Fund Commodities Broad Basket
1071293,106366,US Fund Commodities Broad Basket
1071335,106366,US Fund Commodities Broad Basket
1071427,106366,US Fund Commodities Broad Basket
1071517,106366,US Fund Commodities Broad Basket
1071637,106366,US Fund Commodities Broad Basket
1071948,106366,US Fund Commodities Broad Basket
1072006,106366,US Fund Commodities Broad Basket
1072162,106366,US Fund Commodities Broad Basket
1072186,106366,US Fund Commodities Broad Basket
1072328,106366,US Fund Commodities Broad Basket
1072429,106366,US Fund Commodities Broad Basket
1072436,106366,US Fund Commodities Broad Basket
1072445,106366,US Fund Commodities Broad Basket
1072825,106366,US Fund Commodities Broad Basket
1072826,106366,US Fund Commodities Broad Basket
1072838,106366,US Fund Commodities Broad Basket
1073011,106366,US Fund Commodities Broad Basket
1073494,106366,US Fund Commodities Broad Basket
1073616,106366,US Fund Commodities Broad Basket
1074090,106366,US Fund Commodities Broad Basket
1074126,106366,US Fund Commodities Broad Basket
1074204,106366,US Fund Commodities Broad Basket
1074227,106366,US Fund Commodities Broad Basket
1074332,106366,US Fund Commodities Broad Basket
1074401,106366,US Fund Commodities Broad Basket
1074480,106366,US Fund Commodities Broad Basket
1074734,106366,US Fund Commodities Broad Basket
1074739,106366,US Fund Commodities Broad Basket
1074832,106366,US Fund Commodities Broad Basket
1075021,106366,US Fund Commodities Broad Basket
1075050,106366,US Fund Commodities Broad Basket
1075388,106366,US Fund Commodities Broad Basket
1075389,106366,US Fund Commodities Broad Basket
1075534,106366,US Fund Commodities Broad Basket
1075685,106366,US Fund Commodities Broad Basket
1075950,106366,US Fund Commodities Broad Basket
1075957,106366,US Fund Commodities Broad Basket
1075969,106366,US Fund Commodities Broad Basket
1076191,106366,US Fund Commodities Broad Basket
1076278,106366,US Fund Commodities Broad Basket
1076296,106366,US Fund Commodities Broad Basket
1076485,106366,US Fund Commodities Broad Basket
1076657,106366,US Fund Commodities Broad Basket
1076658,106366,US Fund Commodities Broad Basket
1077462,106366,US Fund Commodities Broad Basket
1077605,106366,US Fund Commodities Broad Basket
1077678,106366,US Fund Commodities Broad Basket
1077860,106366,US Fund Commodities Broad Basket
1077888,106366,US Fund Commodities Broad Basket
1078039,106366,US Fund Commodities Broad Basket
1078095,106366,US Fund Commodities Broad Basket
1078139,106366,US Fund Commodities Broad Basket
1078222,106366,US Fund Commodities Broad Basket
1078238,106366,US Fund Commodities Broad Basket
1078321,106366,US Fund Commodities Broad Basket
1078340,106366,US Fund Commodities Broad Basket
1078528,106366,US Fund Commodities Broad Basket
1078537,106366,US Fund Commodities Broad Basket
1078606,106366,US Fund Commodities Broad Basket
1078626,106366,US Fund Commodities Broad Basket
1078750,106366,US Fund Commodities Broad Basket
1078782,106366,US Fund Commodities Broad Basket
1078798,106366,US Fund Commodities Broad Basket
1078839,106366,US Fund Commodities Broad Basket
1078847,106366,US Fund Commodities Broad Basket
1079165,106366,US Fund Commodities Broad Basket
1079376,106366,US Fund Commodities Broad Basket
1079519,106366,US Fund Commodities Broad Basket
1079581,106366,US Fund Commodities Broad Basket
1079850,106366,US Fund Commodities Broad Basket
1081184,106366,US Fund Commodities Broad Basket
1081244,106366,US Fund Commodities Broad Basket
1081378,106366,US Fund Commodities Broad Basket
1081577,106366,US Fund Commodities Broad Basket
1081595,106366,US Fund Commodities Broad Basket
1081733,106366,US Fund Commodities Broad Basket
1081768,106366,US Fund Commodities Broad Basket
1081773,106366,US Fund Commodities Broad Basket
1081848,106366,US Fund Commodities Broad Basket
1081849,106366,US Fund Commodities Broad Basket
1081861,106366,US Fund Commodities Broad Basket
1081997,106366,US Fund Commodities Broad Basket
1082005,106366,US Fund Commodities Broad Basket
1082149,106366,US Fund Commodities Broad Basket
1082197,106366,US Fund Commodities Broad Basket
1082357,106366,US Fund Commodities Broad Basket
1082426,106366,US Fund Commodities Broad Basket
1082861,106366,US Fund Commodities Broad Basket
1083048,106366,US Fund Commodities Broad Basket
1083454,106366,US Fund Commodities Broad Basket
1083753,106366,US Fund Commodities Broad Basket
1083842,106366,US Fund Commodities Broad Basket
1083990,106366,US Fund Commodities Broad Basket
1084351,106366,US Fund Commodities Broad Basket
1084760,106366,US Fund Commodities Broad Basket
1084850,106366,US Fund Commodities Broad Basket
1084897,106366,US Fund Commodities Broad Basket
1085313,106366,US Fund Commodities Broad Basket
1085639,106366,US Fund Commodities Broad Basket
1085654,106366,US Fund Commodities Broad Basket
1085747,106366,US Fund Commodities Broad Basket
1085831,106366,US Fund Commodities Broad Basket
1086355,106366,US Fund Commodities Broad Basket
1086574,106366,US Fund Commodities Broad Basket
1086587,106366,US Fund Commodities Broad Basket
1086912,106366,US Fund Commodities Broad Basket
1087132,106366,US Fund Commodities Broad Basket
1087697,106366,US Fund Commodities Broad Basket
1087718,106366,US Fund Commodities Broad Basket
1087752,106366,US Fund Commodities Broad Basket
1087924,106366,US Fund Commodities Broad Basket
1088027,106366,US Fund Commodities Broad Basket
1088453,106366,US Fund Commodities Broad Basket
1088934,106366,US Fund Commodities Broad Basket
1089046,106366,US Fund Commodities Broad Basket
1089066,106366,US Fund Commodities Broad Basket
1089127,106366,US Fund Commodities Broad Basket
1089139,106366,US Fund Commodities Broad Basket
1089194,106366,US Fund Commodities Broad Basket
1089420,106366,US Fund Commodities Broad Basket
1089682,106366,US Fund Commodities Broad Basket
1090172,106366,US Fund Commodities Broad Basket
1090232,106366,US Fund Commodities Broad Basket
1090296,106366,US Fund Commodities Broad Basket
1090675,106366,US Fund Commodities Broad Basket
1090759,106366,US Fund Commodities Broad Basket
1090835,106366,US Fund Commodities Broad Basket
1090862,106366,US Fund Commodities Broad Basket
1091136,106366,US Fund Commodities Broad Basket
1091322,106366,US Fund Commodities Broad Basket
1091417,106366,US Fund Commodities Broad Basket
1092176,106366,US Fund Commodities Broad Basket
1092179,106366,US Fund Commodities Broad Basket
1092188,106366,US Fund Commodities Broad Basket
1092382,106366,US Fund Commodities Broad Basket
1092424,106366,US Fund Commodities Broad Basket
1092520,106366,US Fund Commodities Broad Basket
1092559,106366,US Fund Commodities Broad Basket
1092644,106366,US Fund Commodities Broad Basket
1092838,106366,US Fund Commodities Broad Basket
1092979,106366,US Fund Commodities Broad Basket
1093041,106366,US Fund Commodities Broad Basket
1093283,106366,US Fund Commodities Broad Basket
1093325,106366,US Fund Commodities Broad Basket
1093342,106366,US Fund Commodities Broad Basket
1093871,106366,US Fund Commodities Broad Basket
1094158,106366,US Fund Commodities Broad Basket
1094164,106366,US Fund Commodities Broad Basket
1094239,106366,US Fund Commodities Broad Basket
1094699,106366,US Fund Commodities Broad Basket
1095103,106366,US Fund Commodities Broad Basket
1095127,106366,US Fund Commodities Broad Basket
1095128,106366,US Fund Commodities Broad Basket
1095233,106366,US Fund Commodities Broad Basket
1095644,106366,US Fund Commodities Broad Basket
1095882,106366,US Fund Commodities Broad Basket
1096268,106366,US Fund Commodities Broad Basket
1096341,106366,US Fund Commodities Broad Basket
1096383,106366,US Fund Commodities Broad Basket
1096420,106366,US Fund Commodities Broad Basket
1096425,106366,US Fund Commodities Broad Basket
1096551,106366,US Fund Commodities Broad Basket
1096685,106366,US Fund Commodities Broad Basket
1096760,106366,US Fund Commodities Broad Basket
1096778,106366,US Fund Commodities Broad Basket
1097130,106366,US Fund Commodities Broad Basket
1097324,106366,US Fund Commodities Broad Basket
1097761,106366,US Fund Commodities Broad Basket
1097958,106366,US Fund Commodities Broad Basket
1098001,106366,US Fund Commodities Broad Basket
1098231,106366,US Fund Commodities Broad Basket
1099396,106366,US Fund Commodities Broad Basket
1099533,106366,US Fund Commodities Broad Basket
1099656,106366,US Fund Commodities Broad Basket
1100034,106366,US Fund Commodities Broad Basket
1100099,106366,US Fund Commodities Broad Basket
1100259,106366,US Fund Commodities Broad Basket
1100645,106366,US Fund Commodities Broad Basket
1100666,106366,US Fund Commodities Broad Basket
1102754,106366,US Fund Commodities Broad Basket
1102755,106366,US Fund Commodities Broad Basket
1102756,106366,US Fund Commodities Broad Basket
1102759,106366,US Fund Commodities Broad Basket
1114748,106366,US Fund Commodities Broad Basket
126342,106366,US Fund Commodities Broad Basket
139891,106366,US Fund Commodities Broad Basket
169931,106366,US Fund Commodities Broad Basket
172505,106366,US Fund Commodities Broad Basket
183954,106366,US Fund Commodities Broad Basket
184089,106366,US Fund Commodities Broad Basket
190270,106366,US Fund Commodities Broad Basket
192759,106366,US Fund Commodities Broad Basket
196543,106366,US Fund Commodities Broad Basket
198104,106366,US Fund Commodities Broad Basket
250728,106366,US Fund Commodities Broad Basket
251579,106366,US Fund Commodities Broad Basket
18790,106366,US Fund Commodities Broad Basket
283077,106366,US Fund Commodities Broad Basket
283234,106366,US Fund Commodities Broad Basket
283262,106366,US Fund Commodities Broad Basket
283361,106366,US Fund Commodities Broad Basket
283921,106366,US Fund Commodities Broad Basket
284022,106366,US Fund Commodities Broad Basket
284613,106366,US Fund Commodities Broad Basket
286213,106366,US Fund Commodities Broad Basket
19831,106366,US Fund Commodities Broad Basket
19842,106366,US Fund Commodities Broad Basket
292473,106366,US Fund Commodities Broad Basket
295223,106366,US Fund Commodities Broad Basket
295500,106366,US Fund Commodities Broad Basket
295686,106366,US Fund Commodities Broad Basket
296211,106366,US Fund Commodities Broad Basket
20657,106366,US Fund Commodities Broad Basket
303169,106366,US Fund Commodities Broad Basket
309137,106366,US Fund Commodities Broad Basket
310015,106366,US Fund Commodities Broad Basket
312815,106366,US Fund Commodities Broad Basket
314056,106366,US Fund Commodities Broad Basket
315007,106366,US Fund Commodities Broad Basket
23013,106366,US Fund Commodities Broad Basket
324404,106366,US Fund Commodities Broad Basket
329455,106366,US Fund Commodities Broad Basket
333878,106366,US Fund Commodities Broad Basket
337428,106366,US Fund Commodities Broad Basket
340770,106366,US Fund Commodities Broad Basket
354996,106366,US Fund Commodities Broad Basket
29614,106366,US Fund Commodities Broad Basket
391278,106366,US Fund Commodities Broad Basket
30464,106366,US Fund Commodities Broad Basket
30465,106366,US Fund Commodities Broad Basket
31106,106366,US Fund Commodities Broad Basket
416378,106366,US Fund Commodities Broad Basket
32973,106366,US Fund Commodities Broad Basket
422753,106366,US Fund Commodities Broad Basket
33359,106366,US Fund Commodities Broad Basket
429806,106366,US Fund Commodities Broad Basket
449944,106366,US Fund Commodities Broad Basket
449999,106366,US Fund Commodities Broad Basket
451147,106366,US Fund Commodities Broad Basket
451157,106366,US Fund Commodities Broad Basket
451298,106366,US Fund Commodities Broad Basket
464384,106366,US Fund Commodities Broad Basket
473651,106366,US Fund Commodities Broad Basket
473708,106366,US Fund Commodities Broad Basket
473725,106366,US Fund Commodities Broad Basket
39663,106366,US Fund Commodities Broad Basket
498391,106366,US Fund Commodities Broad Basket
498784,106366,US Fund Commodities Broad Basket
499255,106366,US Fund Commodities Broad Basket
502074,106366,US Fund Commodities Broad Basket
508290,106366,US Fund Commodities Broad Basket
552129,106366,US Fund Commodities Broad Basket
552915,106366,US Fund Commodities Broad Basket
552959,106366,US Fund Commodities Broad Basket
552961,106366,US Fund Commodities Broad Basket
553041,106366,US Fund Commodities Broad Basket
553114,106366,US Fund Commodities Broad Basket
553146,106366,US Fund Commodities Broad Basket
46346,106366,US Fund Commodities Broad Basket
566366,106366,US Fund Commodities Broad Basket
568906,106366,US Fund Commodities Broad Basket
568907,106366,US Fund Commodities Broad Basket
569993,106366,US Fund Commodities Broad Basket
570002,106366,US Fund Commodities Broad Basket
570011,106366,US Fund Commodities Broad Basket
570015,106366,US Fund Commodities Broad Basket
570017,106366,US Fund Commodities Broad Basket
570019,106366,US Fund Commodities Broad Basket
570020,106366,US Fund Commodities Broad Basket
570059,106366,US Fund Commodities Broad Basket
570073,106366,US Fund Commodities Broad Basket
570074,106366,US Fund Commodities Broad Basket
570088,106366,US Fund Commodities Broad Basket
48044,106366,US Fund Commodities Broad Basket
48177,106366,US Fund Commodities Broad Basket
572760,106366,US Fund Commodities Broad Basket
572761,106366,US Fund Commodities Broad Basket
572762,106366,US Fund Commodities Broad Basket
572764,106366,US Fund Commodities Broad Basket
573172,106366,US Fund Commodities Broad Basket
576823,106366,US Fund Commodities Broad Basket
577499,106366,US Fund Commodities Broad Basket
583697,106366,US Fund Commodities Broad Basket
584002,106366,US Fund Commodities Broad Basket
586703,106366,US Fund Commodities Broad Basket
591221,106366,US Fund Commodities Broad Basket
593069,106366,US Fund Commodities Broad Basket
593636,106366,US Fund Commodities Broad Basket
593728,106366,US Fund Commodities Broad Basket
593825,106366,US Fund Commodities Broad Basket
593951,106366,US Fund Commodities Broad Basket
593974,106366,US Fund Commodities Broad Basket
594001,106366,US Fund Commodities Broad Basket
594120,106366,US Fund Commodities Broad Basket
594153,106366,US Fund Commodities Broad Basket
597754,106366,US Fund Commodities Broad Basket
597769,106366,US Fund Commodities Broad Basket
598222,106366,US Fund Commodities Broad Basket
598230,106366,US Fund Commodities Broad Basket
598252,106366,US Fund Commodities Broad Basket
598255,106366,US Fund Commodities Broad Basket
598350,106366,US Fund Commodities Broad Basket
600892,106366,US Fund Commodities Broad Basket
601714,106366,US Fund Commodities Broad Basket
601768,106366,US Fund Commodities Broad Basket
601979,106366,US Fund Commodities Broad Basket
602146,106366,US Fund Commodities Broad Basket
602195,106366,US Fund Commodities Broad Basket
602224,106366,US Fund Commodities Broad Basket
602252,106366,US Fund Commodities Broad Basket
602281,106366,US Fund Commodities Broad Basket
602531,106366,US Fund Commodities Broad Basket
605954,106366,US Fund Commodities Broad Basket
605977,106366,US Fund Commodities Broad Basket
606062,106366,US Fund Commodities Broad Basket
606138,106366,US Fund Commodities Broad Basket
606158,106366,US Fund Commodities Broad Basket
606288,106366,US Fund Commodities Broad Basket
606411,106366,US Fund Commodities Broad Basket
606518,106366,US Fund Commodities Broad Basket
606557,106366,US Fund Commodities Broad Basket
606661,106366,US Fund Commodities Broad Basket
606882,106366,US Fund Commodities Broad Basket
606907,106366,US Fund Commodities Broad Basket
607292,106366,US Fund Commodities Broad Basket
609515,106366,US Fund Commodities Broad Basket
609569,106366,US Fund Commodities Broad Basket
609861,106366,US Fund Commodities Broad Basket
609989,106366,US Fund Commodities Broad Basket
610090,106366,US Fund Commodities Broad Basket
610178,106366,US Fund Commodities Broad Basket
610219,106366,US Fund Commodities Broad Basket
610525,106366,US Fund Commodities Broad Basket
610648,106366,US Fund Commodities Broad Basket
610791,106366,US Fund Commodities Broad Basket
611087,106366,US Fund Commodities Broad Basket
612746,106366,US Fund Commodities Broad Basket
612880,106366,US Fund Commodities Broad Basket
612916,106366,US Fund Commodities Broad Basket
613048,106366,US Fund Commodities Broad Basket
613050,106366,US Fund Commodities Broad Basket
613272,106366,US Fund Commodities Broad Basket
613767,106366,US Fund Commodities Broad Basket
615093,106366,US Fund Commodities Broad Basket
615204,106366,US Fund Commodities Broad Basket
615259,106366,US Fund Commodities Broad Basket
616534,106366,US Fund Commodities Broad Basket
616691,106366,US Fund Commodities Broad Basket
616762,106366,US Fund Commodities Broad Basket
616790,106366,US Fund Commodities Broad Basket
617178,106366,US Fund Commodities Broad Basket
617266,106366,US Fund Commodities Broad Basket
617432,106366,US Fund Commodities Broad Basket
617522,106366,US Fund Commodities Broad Basket
618138,106366,US Fund Commodities Broad Basket
618771,106366,US Fund Commodities Broad Basket
618789,106366,US Fund Commodities Broad Basket
619151,106366,US Fund Commodities Broad Basket
619202,106366,US Fund Commodities Broad Basket
619905,106366,US Fund Commodities Broad Basket
619906,106366,US Fund Commodities Broad Basket
620146,106366,US Fund Commodities Broad Basket
620225,106366,US Fund Commodities Broad Basket
620302,106366,US Fund Commodities Broad Basket
620428,106366,US Fund Commodities Broad Basket
620619,106366,US Fund Commodities Broad Basket
620644,106366,US Fund Commodities Broad Basket
620918,106366,US Fund Commodities Broad Basket
621656,106366,US Fund Commodities Broad Basket
621829,106366,US Fund Commodities Broad Basket
621921,106366,US Fund Commodities Broad Basket
622255,106366,US Fund Commodities Broad Basket
622396,106366,US Fund Commodities Broad Basket
622467,106366,US Fund Commodities Broad Basket
622684,106366,US Fund Commodities Broad Basket
622715,106366,US Fund Commodities Broad Basket
622944,106366,US Fund Commodities Broad Basket
623218,106366,US Fund Commodities Broad Basket
624881,106366,US Fund Commodities Broad Basket
626073,106366,US Fund Commodities Broad Basket
626273,106366,US Fund Commodities Broad Basket
626404,106366,US Fund Commodities Broad Basket
626523,106366,US Fund Commodities Broad Basket
626538,106366,US Fund Commodities Broad Basket
626635,106366,US Fund Commodities Broad Basket
626697,106366,US Fund Commodities Broad Basket
626846,106366,US Fund Commodities Broad Basket
626868,106366,US Fund Commodities Broad Basket
627094,106366,US Fund Commodities Broad Basket
628268,106366,US Fund Commodities Broad Basket
629306,106366,US Fund Commodities Broad Basket
629462,106366,US Fund Commodities Broad Basket
629526,106366,US Fund Commodities Broad Basket
629653,106366,US Fund Commodities Broad Basket
629654,106366,US Fund Commodities Broad Basket
629812,106366,US Fund Commodities Broad Basket
629875,106366,US Fund Commodities Broad Basket
630087,106366,US Fund Commodities Broad Basket
630109,106366,US Fund Commodities Broad Basket
630205,106366,US Fund Commodities Broad Basket
630207,106366,US Fund Commodities Broad Basket
630217,106366,US Fund Commodities Broad Basket
630233,106366,US Fund Commodities Broad Basket
630311,106366,US Fund Commodities Broad Basket
630332,106366,US Fund Commodities Broad Basket
630488,106366,US Fund Commodities Broad Basket
630625,106366,US Fund Commodities Broad Basket
630658,106366,US Fund Commodities Broad Basket
630706,106366,US Fund Commodities Broad Basket
630719,106366,US Fund Commodities Broad Basket
630793,106366,US Fund Commodities Broad Basket
630808,106366,US Fund Commodities Broad Basket
630927,106366,US Fund Commodities Broad Basket
632154,106366,US Fund Commodities Broad Basket
632645,106366,US Fund Commodities Broad Basket
632690,106366,US Fund Commodities Broad Basket
632836,106366,US Fund Commodities Broad Basket
632991,106366,US Fund Commodities Broad Basket
633459,106366,US Fund Commodities Broad Basket
633713,106366,US Fund Commodities Broad Basket
633907,106366,US Fund Commodities Broad Basket
634048,106366,US Fund Commodities Broad Basket
634105,106366,US Fund Commodities Broad Basket
634328,106366,US Fund Commodities Broad Basket
634487,106366,US Fund Commodities Broad Basket
634584,106366,US Fund Commodities Broad Basket
